"Day","30988.5551,32757.0583","-","FOCH ROAD ","10.00 PM","$0.65","08.30 AM","F0002","$0.65","Day","Day","C","10","Motorcycle","$0.65"
"30 mins","30683.4458,32717.2688","Paid parking extended from 8.30am to 5pm, Mon - Sat to 8.30am to 10pm daily w.e.f. 1 Nov 13","FLANDERS SQUARE ","10.00 PM","$0.60","08.30 AM","F0006","$0.60","30 mins","30 mins","C","12","Car","$0.60"
"30 mins","15140.4664,35133.5528","Reserved for Season Ticket Holders from 5.00 pm to 7.00 am daily.","FOURTH CHIN BEE ROAD  ","05.00 PM","$1.20","07.00 AM","F0013","$1.20","30 mins","30 mins","C","19","Heavy Vehicle","$1.20"
"30 mins","12436.4262,34235.8567","Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.","FIRST LOK YANG ROAD ","05.00 PM","$0.60","08.30 AM","F0021","$0.00","30 mins","0 mins","C","44","Car","$0.60"
"","12437.0754,34032.7361","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","29473.4852,30972.1404","-","FORT CANNING PARK B OFF STREET","05.00 PM","$1.20","08.30 AM","F0022","$0.00","30 mins","0 mins","C","39","Car","$1.20"
"Day","29473.4852,30972.1404","-","FORT CANNING PARK B OFF STREET","05.00 PM","$0.65","08.30 AM","F0022","$0.00","Day","0 mins","C","12","Motorcycle","$0.65"
"30 mins","11823.3262,34264.1706","Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.","FOURTH LOK YANG ROAD ","05.00 PM","$0.60","08.30 AM","F0025","$0.00","30 mins","0 mins","C","23","Car","$0.60"
"30 mins","11617.9446,34243.0566","Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.","FIFTH LOK YANG ROAD ","05.00 PM","$0.60","08.30 AM","F0026","$0.00","30 mins","0 mins","C","14","Car","$0.60"
"30 mins","29301.0671,30993.0826","-","FORT CANNING PARK C OFF STREET","05.00 PM","$1.20","08.30 AM","F0027","$0.00","30 mins","0 mins","C","58","Car","$1.20"
"30 mins","29301.0671,30993.0826","-","FORT CANNING PARK C OFF STREET","05.00 PM","$2.40","08.30 AM","F0027","$0.00","30 mins","0 mins","C","5","Heavy Vehicle","$2.40"
"30 mins","33681.9672,30824.9458","Parking charge between 10.30pm & 7am is capped at $5.","FORT ROAD/EAST COAST PARK HV PARK","07.00 AM","$0.60","07.00 AM","F0029","$0.60","30 mins","30 mins","C","30","Car","$0.60"
"30 mins","33681.9672,30824.9458","-","FORT ROAD/EAST COAST PARK HV PARK","10.30 PM","$1.20","07.00 AM","F0029","$1.20","30 mins","30 mins","C","85","Heavy Vehicle","$1.20"
"Night","33681.9672,30824.9458","-","FORT ROAD/EAST COAST PARK HV PARK","07.00 AM","$10.00","10.30 PM","F0029","$10.00","Night","Night","C","85","Heavy Vehicle","$10.00"
"30 mins","31567.2344,38527.6662","-","FARLEIGH AVENUE ","10.00 PM","$0.60","08.30 AM","F0030","$0.00","30 mins","0 mins","C","22","Car","$0.60"
"30 mins","31601.9657,38469.0277","-","FARLEIGH AVENUE OFF STREET","10.00 PM","$0.60","08.30 AM","F0031","$0.00","30 mins","0 mins","C","44","Car","$0.60"
"30 mins","34015.6266,32936.6802","-","GEYLANG ROAD ","05.00 PM","$0.60","08.30 AM","G0002","$0.00","30 mins","0 mins","C","168","Car","$0.60"
"","32507.2847,32591.0322","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","33093.2927,32765.3065","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","28460.5752,31478.2378","-","GRANGE ROAD / SOMERSET ROAD OFF STREET","05.00 PM","$1.30","07.00 AM","G0005","$0.70","30 mins","30 mins","B","118","Car","$1.30"
"30 mins","28460.5752,31478.2378","Per min charging. Parking charge between 10.30pm & 7am is capped at $5.60.","GRANGE ROAD / SOMERSET ROAD OFF STREET","07.00 AM","$0.70","05.00 PM","G0005","$0.70","30 mins","50 mins","B","118","Car","$0.70"
"30 mins","28460.5752,31478.2378","Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.","GRANGE ROAD / SOMERSET ROAD OFF STREET","07.00 AM","$0.10","07.00 AM","G0005","$0.10","30 mins","30 mins","B","66","Motorcycle","$0.10"
"30 mins","32920.4847,34184.1198","-","GENTING LANE ","05.00 PM","$0.60","08.30 AM","G0018","$0.00","30 mins","0 mins","C","44","Car","$0.60"
"30 mins","32920.4847,34184.1198","Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.","GENTING LANE ","10.00 PM","$1.20","08.30 AM","G0018","$1.20","30 mins","30 mins","C","0","Heavy Vehicle","$1.20"
"30 mins","32533.8404,34586.7056","-","GENTING ROAD ","05.00 PM","$0.60","08.30 AM","G0021","$0.00","30 mins","0 mins","C","26","Car","$0.60"
"","32805.6054,34388.9775","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","32641.6679,34507.4067","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","32561.6514,34538.4491","-","GENTING LINK ","05.00 PM","$0.60","08.30 AM","G0022","$0.00","30 mins","0 mins","C","2","Car","$0.60"
"30 mins","34073.1691,33778.3971","Parking charge between 10.30pm & 7am is capped at $5.","GEYLANG EAST SERVICE ROAD","07.00 AM","$0.60","07.00 AM","G0025","$0.60","30 mins","30 mins","C","6","Car","$0.60"
"Day","34073.1691,33778.3971","-","GEYLANG EAST SERVICE ROAD","10.30 PM","$0.65","07.00 AM","G0025","$0.65","Day","Day","C","5","Motorcycle","$0.65"
"Night","34073.1691,33778.3971","-","GEYLANG EAST SERVICE ROAD","07.00 AM","$0.65","10.30 PM","G0025","$0.65","Night","Night","C","5","Motorcycle","$0.65"
"30 mins","9210.5623,32901.9661","-","GUL CIRCLE ","05.00 PM","$0.60","08.30 AM","G0026","$0.00","30 mins","0 mins","C","39","Car","$0.60"
"","9555.9415,32701.977","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","10394.5956,32739.9305","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","10584.486,33022.738","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","10413.2442,33614.1571","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","9536.8006,33552.6954","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","8967.0735,33351.5144","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","10559.0099,33426.4881","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","10228.3552,33054.9187","-","GUL AVENUE ","05.00 PM","$0.60","08.30 AM","G0027","$0.00","30 mins","0 mins","C","46","Car","$0.60"
"","9669.4455,33015.3948","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","9537.4813,33257.2261","-","GUL DRIVE ","05.00 PM","$0.60","08.30 AM","G0028","$0.00","30 mins","0 mins","C","39","Car","$0.60"
"","10244.2103,33304.6152","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","9024.2293,32821.8658","-","GUL LANE ","05.00 PM","$0.60","08.30 AM","G0029","$0.00","30 mins","0 mins","C","21","Car","$0.60"
"","8966.1154,32705.16","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","8632.8483,32999.7892","-","GUL CRESCENT ","05.00 PM","$0.60","08.30 AM","G0030","$0.00","30 mins","0 mins","C","8","Car","$0.60"
"","9001.5557,32531.1984","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","9325.4584,32411.5549","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","9688.8619,33318.2602","-","GUL STREET 1 ","05.00 PM","$0.60","08.30 AM","G0032","$0.00","30 mins","0 mins","C","4","Car","$0.60"
"30 mins","9617.179,33410.8437","-","GUL STREET 2 ","05.00 PM","$0.60","08.30 AM","G0033","$0.00","30 mins","0 mins","C","4","Car","$0.60"
"30 mins","9474.2806,33384.407","-","GUL STREET 3 ","05.00 PM","$0.60","08.30 AM","G0034","$0.00","30 mins","0 mins","C","16","Car","$0.60"
"30 mins","9301.1663,33373.7954","-","GUL STREET 4 ","05.00 PM","$0.60","08.30 AM","G0035","$0.00","30 mins","0 mins","C","10","Car","$0.60"
"30 mins","9090.2305,33258.2533","-","GUL STREET 5 ","05.00 PM","$0.60","08.30 AM","G0036","$0.00","30 mins","0 mins","C","9","Car","$0.60"
"30 mins","32966.2229,34150.5457","-","GENTING LANE OFF STREET","05.00 PM","$0.60","08.30 AM","G0037","$0.00","30 mins","0 mins","C","40","Car","$0.60"
"30 mins","9966.152,30828.897","-","GUL ROAD ","05.00 PM","$0.60","08.30 AM","G0038","$0.00","30 mins","0 mins","C","86","Car","$0.60"
"30 mins","34701.5578,32940.9207","-","GUILLEMARD ROAD ","10.00 PM","$0.60","08.30 AM","G0039","$0.60","30 mins","30 mins","C","8","Car","$0.60"
"30 mins","29536.7219,29430.1923","-","GEMMILL LANE ","05.00 PM","$1.20","08.30 AM","G0040","$0.60","30 mins","30 mins","C","7","Car","$1.20"
"30 mins","29536.7219,29430.1923","-","GEMMILL LANE ","10.00 PM","$0.60","05.00 PM","G0040","$0.60","30 mins","30 mins","C","7","Car","$0.60"
"30 mins","27164.3712,45292.1784","-","GOODLINK PARK / JALAN MATA AYER OFF STREET","10.00 PM","$0.60","08.30 AM","G0043","$0.60","30 mins","30 mins","C","22","Car","$0.60"
"Day","27164.3712,45292.1784","-","GOODLINK PARK / JALAN MATA AYER OFF STREET","10.00 PM","$0.65","08.30 AM","G0043","$0.65","Day","Day","C","7","Motorcycle","$0.65"
"30 mins","31163.6379,32665.515","Per min charging. Parking charge between 10.30pm & 7am is capped at $5","HAMILTON ROAD OFF STREET","07.00 AM","$0.60","07.00 AM","H0003","$0.60","30 mins","30 mins","B","22","Car","$0.60"
"30 mins","31163.6379,32665.515","Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.","HAMILTON ROAD OFF STREET","07.00 AM","$0.10","07.00 AM","H0003","$0.10","30 mins","30 mins","B","3","Motorcycle","$0.10"
"30 mins","30313.88,32299.8907","-","HINDOO ROAD ","05.00 PM","$0.60","08.30 AM","H0006","$0.00","30 mins","0 mins","C","33","Car","$0.60"
"30 mins","28526.5147,31754.3454","-","HULLET ROAD ","05.00 PM","$1.20","07.00 AM","H0007","$0.60","30 mins","30 mins","C","4","Car","$1.20"
"30 mins","28526.5147,31754.3454","Parking charge between 10.30pm & 7am is capped at $5.","HULLET ROAD ","07.00 AM","$0.60","05.00 PM","H0007","$0.60","30 mins","30 mins","C","4","Car","$0.60"
"30 mins","29566.2705,29992.1345","-","HONG KONG STREET ","05.00 PM","$1.20","08.30 AM","H0012","$0.60","30 mins","30 mins","C","29","Car","$1.20"
"30 mins","29566.2705,29992.1345","-","HONG KONG STREET ","10.00 PM","$0.60","05.00 PM","H0012","$0.60","30 mins","30 mins","C","29","Car","$0.60"
"30 mins","29566.2705,29992.1345","-","HONG KONG STREET ","05.00 PM","$2.40","08.30 AM","H0012","$1.20","30 mins","30 mins","C","7","Heavy Vehicle","$2.40"
"30 mins","29566.2705,29992.1345","Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.","HONG KONG STREET ","10.00 PM","$1.20","05.00 PM","H0012","$1.20","30 mins","30 mins","C","7","Heavy Vehicle","$1.20"
"30 mins","30308.9887,32322.7756","Per min charging. Parking charge between 10.30pm & 7am is capped at $5","HINDOO ROAD OFF STREET ","07.00 AM","$0.60","07.00 AM","H0015","$0.60","30 mins","30 mins","B","12","Car","$0.60"
"30 mins","19675.4454,37236.3495","-","HILLVIEW TERRACE ","05.00 PM","$0.60","08.30 AM","H0021","$0.00","30 mins","0 mins","C","27","Car","$0.60"
"","19615.579,37194.5048","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","28637.0785,31726.799","-","HULLET ROAD OFF STREET ","05.00 PM","$1.20","07.00 AM","H0022","$0.60","30 mins","30 mins","B","25","Car","$1.20"
"30 mins","28637.0785,31726.799","Per min charging. Parking charge between 10.30pm & 7am is capped at $5","HULLET ROAD OFF STREET ","07.00 AM","$0.60","05.00 PM","H0022","$0.60","30 mins","30 mins","B","25","Car","$0.60"
"30 mins","29559.0015,29869.2184","-","HONG LIM PARK OFF STREET","05.00 PM","$1.20","07.00 AM","H0024","$0.60","30 mins","30 mins","B","23","Car","$1.20"
"30 mins","29559.0015,29869.2184","Per min charging. Parking charge between 10.30pm & 7am is capped at $5","HONG LIM PARK OFF STREET","07.00 AM","$0.60","05.00 PM","H0024","$0.60","30 mins","30 mins","B","23","Car","$0.60"
"30 mins","29559.0015,29869.2184","Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.","HONG LIM PARK OFF STREET","07.00 AM","$0.10","07.00 AM","H0024","$0.10","30 mins","30 mins","B","6","Motorcycle","$0.10"
"30 mins","31086.4976,32635.9231","-","HAMILTON ROAD ","10.00 PM","$0.60","08.30 AM","H0028","$0.60","30 mins","30 mins","C","54","Car","$0.60"
"30 mins","31074.9932,32517.8966","-","HORNE ROAD ","10.00 PM","$0.60","08.30 AM","H0037","$0.60","30 mins","30 mins","C","34","Car","$0.60"
"","31195.6502,32372.3241","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Day","31074.9932,32517.8966","-","HORNE ROAD ","10.00 PM","$0.65","08.30 AM","H0037","$0.65","Day","Day","C","8","Motorcycle","$0.65"
"","31195.6502,32372.3241","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","33694.1267,35065.0569","Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.","HARVEY ROAD ","05.00 PM","$0.60","08.30 AM","H0049","$0.00","30 mins","0 mins","C","8","Car","$0.60"
"30 mins","33821.3672,35126.2837","Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.","HOWARD ROAD ","05.00 PM","$0.60","08.30 AM","H0050","$0.00","30 mins","0 mins","C","9","Car","$0.60"
"30 mins","33711.8553,35261.9362","Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.","HARRISON ROAD ","05.00 PM","$0.60","08.30 AM","H0052","$0.00","30 mins","0 mins","C","6","Car","$0.60"
"","33770.51,35376.3662","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","27412.1541,30191.3467","Parking charge between 10.30pm & 7am is capped at $5.","HAVELOCK ROAD ","07.00 AM","$0.60","07.00 AM","H0055","$0.00","30 mins","0 mins","C","39","Car","$0.60"
"","27945.6334,30216.2337","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Day","27412.1541,30191.3467","-","HAVELOCK ROAD ","10.30 PM","$0.65","07.00 AM","H0055","$0.00","Day","0 mins","C","15","Motorcycle","$0.65"
"","27945.6334,30216.2337","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Night","27412.1541,30191.3467","-","HAVELOCK ROAD ","07.00 AM","$0.65","10.30 PM","H0055","$0.65","Night","Night","C","15","Motorcycle","$0.65"
"","27945.6334,30216.2337","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","28473.6797,29036.4795","-","HOSPITAL DRIVE CAR PARK B OFF STREET","05.00 PM","$1.20","08.30 AM","H0056","$0.60","30 mins","30 mins","C","88","Car","$1.20"
"30 mins","28473.6797,29036.4795","-","HOSPITAL DRIVE CAR PARK B OFF STREET","10.00 PM","$0.60","05.00 PM","H0056","$0.60","30 mins","30 mins","C","88","Car","$0.60"
"Day","28473.6797,29036.4795","-","HOSPITAL DRIVE CAR PARK B OFF STREET","10.00 PM","$0.65","08.30 AM","H0056","$0.65","Day","Day","C","14","Motorcycle","$0.65"
"30 mins","30357.0756,32253.0344","Per min charging. Parking charge between 10.30pm & 7am is capped at $5.","HINDOO ROAD/KAMPONG KAPOR ROAD OFF STREET","07.00 AM","$0.60","07.00 AM","H0057","$0.60","30 mins","30 mins","B","13","Car","$0.60"
"30 mins","33197.8101,34684.8655","-","HAPPY AVENUE NORTH ","05.00 PM","$0.60","08.30 AM","H0061","$0.00","30 mins","0 mins","C","11","Car","$0.60"
"","33259.268,34796.8708","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","33396.5595,34826.3737","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","25771.1706,30257.7422","Per min charging. Parking charge between 10.30pm & 7am is capped at $5","HOY FATT ROAD ","07.00 AM","$0.60","07.00 AM","H0062","$0.60","30 mins","30 mins","C","3","Car","$0.60"
"30 mins","34012.9401,35305.9333","Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.","IRVING ROAD ","05.00 PM","$0.60","08.30 AM","I0005","$0.00","30 mins","0 mins","C","6","Car","$0.60"
"30 mins","33932.0989,35359.9468","Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.","IRVING PLACE ","05.00 PM","$0.60","08.30 AM","I0006","$0.00","30 mins","0 mins","C","14","Car","$0.60"
"30 mins","30673.7727,32186.9171","-","JALAN BERSEH ","10.00 PM","$0.60","08.30 AM","J0001","$0.60","30 mins","30 mins","C","34","Car","$0.60"
"30 mins","30841.148,32579.3133","-","JALAN BESAR ","10.00 PM","$0.60","08.30 AM","J0003","$0.60","30 mins","30 mins","C","37","Car","$0.60"
"","30936.2159,32771.4122","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Day","30841.148,32579.3133","-","JALAN BESAR ","10.00 PM","$0.65","08.30 AM","J0003","$0.65","Day","Day","C","10","Motorcycle","$0.65"
"","30936.2159,32771.4122","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","30959.352,31832.6984","-","JALAN KLAPA ","10.00 PM","$0.60","08.30 AM","J0006","$0.60","30 mins","30 mins","C","16","Car","$0.60"
"DAY","30959.352,31832.6984","-","JALAN KLAPA ","10.00 PM","$0.65","08.30 AM","J0006","$0.65","DAY","DAY","C","2","Motorcycle","$0.65"
"30 mins","30861.1123,31751.0938","-","JALAN KLEDEK ","10.00 PM","$0.60","08.30 AM","J0008","$0.60","30 mins","30 mins","C","8","Car","$0.60"
"30 mins","30904.3338,31793.2028","-","JALAN KUBOR (NORTH BRIDGE RD/VICTORIA ST)","10.00 PM","$0.60","08.30 AM","J0009","$0.60","30 mins","30 mins","C","15","Car","$0.60"
"DAY","30904.3338,31793.2028","-","JALAN KUBOR (NORTH BRIDGE RD/VICTORIA ST)","10.00 PM","$0.65","08.30 AM","J0009","$0.65","DAY","DAY","C","4","Motorcycle","$0.65"
"30 mins","37515.9181,33987.5429","-","JALAN LANA ","10.00 PM","$0.60","08.30 AM","J0010","$0.00","30 mins","0 mins","C","9","Car","$0.60"
"30 mins","30822.9101,31719.6843","-","JALAN PISANG ","10.00 PM","$0.60","08.30 AM","J0012","$0.60","30 mins","30 mins","C","6","Car","$0.60"
"30 mins","29343.7709,37129.0893","Parking charge between 10.30pm & 7am is capped at $5.","JALAN BINCHANG ","07.00 AM","$0.60","07.00 AM","J0015","$0.60","30 mins","30 mins","C","5","Car","$0.60"
"","29554.9928,37154.7425","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","35802.2986,32360.5974","Per min charging. Parking charge between 10.30pm & 7am is capped at $5","JOO CHIAT ROAD OFF STREET","07.00 AM","$0.60","07.00 AM","J0017","$0.60","30 mins","30 mins","B","99","Car","$0.60"
"30 mins","35802.2986,32360.5974","Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.","JOO CHIAT ROAD OFF STREET","07.00 AM","$0.10","07.00 AM","J0017","$0.10","30 mins","30 mins","B","36","Motorcycle","$0.10"
"30 mins","28943.8335,29141.9905","-","JIAK CHUAN ROAD ","05.00 PM","$1.20","08.30 AM","J0018","$0.60","30 mins","30 mins","C","14","Car","$1.20"
"30 mins","28943.8335,29141.9905","-","JIAK CHUAN ROAD ","10.00 PM","$0.60","05.00 PM","J0018","$0.60","30 mins","30 mins","C","14","Car","$0.60"
"30 mins","9684.9408,34196.6046","-","JOO KOON ROAD ","05.00 PM","$0.60","08.30 AM","J0020","$0.00","30 mins","0 mins","C","15","Car","$0.60"
"30 mins","9802.0478,34239.3485","-","JOO KOON WAY ","05.00 PM","$0.60","08.30 AM","J0021","$0.00","30 mins","0 mins","C","30","Car","$0.60"
"","9821.8546,33955.8193","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","30798.5756,31676.1098","-","JALAN PINANG ","10.00 PM","$0.60","08.30 AM","J0022","$0.60","30 mins","30 mins","C","10","Car","$0.60"
"30 mins","10310.4703,34043.5357","-","JOO KOON CIRCLE ","05.00 PM","$0.60","08.30 AM","J0027","$0.00","30 mins","0 mins","C","41","Car","$0.60"
"","10585.6553,34127.2519","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","9565.9447,34233.0693","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","9698.4616,33998.9888","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","10677.8594,34067.1433","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","31145.8496,31654.0635","-","JALAN SULTAN ","10.00 PM","$0.60","08.30 AM","J0029","$0.60","30 mins","30 mins","C","23","Car","$0.60"
"30 mins","31310.8083,34173.119","Parking charge between 10.30pm & 7am is capped at $5.","JALAN SEMERBAK ","07.00 AM","$0.60","07.00 AM","J0030","$0.00","30 mins","0 mins","C","5","Car","$0.60"
"30 mins","14531.1749,34259.8283","Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.","JALAN TUKANG ","05.00 PM","$0.60","08.30 AM","J0033","$0.00","30 mins","0 mins","C","42","Car","$0.60"
"30 mins","26863.4888,46992.5044","-","JALAN LEGUNDI ","10.00 PM","$0.60","08.30 AM","J0034","$0.60","30 mins","30 mins","C","24","Car","$0.60"
"30 mins","26921.392,47081.0034","-","JALAN TAMPANG ","10.00 PM","$0.60","08.30 AM","J0035","$0.60","30 mins","30 mins","C","19","Car","$0.60"
"Day","26921.392,47081.0034","-","JALAN TAMPANG ","10.00 PM","$0.65","08.30 AM","J0035","$0.65","Day","Day","C","17","Motorcycle","$0.65"
"30 mins","26857.9161,47038.3689","-","JALAN DERUM ","10.00 PM","$0.60","08.30 AM","J0036","$0.60","30 mins","30 mins","C","2","Car","$0.60"
"30 mins","14904.047,34565.9527","Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.","JOO YEE ROAD ","05.00 PM","$0.60","08.30 AM","J0037","$0.00","30 mins","0 mins","C","14","Car","$0.60"
"30 mins","24074.0996,32727.4896","Parking charge between 10.30pm & 7am is capped at $5.","JALAN MERAH SAGA ","07.00 AM","$0.60","07.00 AM","J0038","$0.00","30 mins","0 mins","C","30","Car","$0.60"
"30 mins","24044.0747,32616.6139","Parking charge between 10.30pm & 7am is capped at $5.","JALAN RUMIA ","07.00 AM","$0.60","07.00 AM","J0039","$0.00","30 mins","0 mins","C","29","Car","$0.60"
"30 mins","24063.7079,32558.1341","Parking charge between 10.30pm & 7am is capped at $5.","JALAN KELABU ASAP ","07.00 AM","$0.60","07.00 AM","J0040","$0.00","30 mins","0 mins","C","18","Car","$0.60"
"30 mins","24178.58,32311.1125","Parking charge between 10.30pm & 7am is capped at $5.","JALAN HITAM MANIS ","07.00 AM","$0.60","07.00 AM","J0041","$0.00","30 mins","0 mins","C","19","Car","$0.60"
"30 mins","24148.9985,32434.1125","Parking charge between 10.30pm & 7am is capped at $5.","JALAN KUNING ","07.00 AM","$0.60","07.00 AM","J0042","$0.00","30 mins","0 mins","C","4","Car","$0.60"
"30 mins","24088.4125,32406.5974","Parking charge between 10.30pm & 7am is capped at $5.","JALAN PUTEH JERNEH ","07.00 AM","$0.60","07.00 AM","J0043","$0.00","30 mins","0 mins","C","4","Car","$0.60"
"30 mins","31265.9466,33047.9131","-","JALAN LEMBAH KALLANG ","05.00 PM","$0.60","08.30 AM","J0047","$0.00","30 mins","0 mins","C","8","Car","$0.60"
"30 mins","31167.4354,32205.7682","-","JELLICOE ROAD ","10.00 PM","$0.60","08.30 AM","J0049","$0.60","30 mins","30 mins","C","10","Car","$0.60"
"30 mins","20365.9109,32314.8157","Parking charge between 10.30pm & 7am is capped at $5.","JALAN MAS KUNING ","07.00 AM","$0.60","07.00 AM","J0050","$0.60","30 mins","30 mins","C","25","Car","$0.60"
"","20259.5008,32267.347","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","20108.8155,32297.0768","Parking charge between 10.30pm & 7am is capped at $5.","JALAN MAS PUTEH ","07.00 AM","$0.60","07.00 AM","J0051","$0.60","30 mins","30 mins","C","23","Car","$0.60"
"","20075.1722,32348.3071","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Day","20108.8155,32297.0768","-","JALAN MAS PUTEH ","10.30 PM","$0.65","07.00 AM","J0051","$0.65","Day","Day","C","15","Motorcycle","$0.65"
"","20075.1722,32348.3071","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Night","20108.8155,32297.0768","-","JALAN MAS PUTEH ","07.00 AM","$0.65","10.30 PM","J0051","$0.65","Night","Night","C","15","Motorcycle","$0.65"
"","20075.1722,32348.3071","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","30879.7936,32867.7523","-","JALAN BESAR / BEATTY ROAD OFF STREET","05.00 PM","$0.60","08.30 AM","J0054","$0.60","30 mins","30 mins","C","45","Car","$0.60"
"30 mins","30879.7936,32867.7523","-","JALAN BESAR / BEATTY ROAD OFF STREET","10.00 PM","$0.60","05.00 PM","J0054","$0.60","30 mins","30 mins","C","45","Car","$0.60"
"Day","30879.7936,32867.7523","-","JALAN BESAR / BEATTY ROAD OFF STREET","10.00 PM","$0.65","08.30 AM","J0054","$0.65","Day","Day","C","5","Motorcycle","$0.65"
"30 mins","21507.9383,35973.7122","Per min charging. Parking charge between 10.30pm & 7am is capped at $5","JALAN SEH CHUAN OFF STREET","07.00 AM","$0.60","07.00 AM","J0055","$0.60","30 mins","30 mins","B","134","Car","$0.60"
"","21478.5272,35892.32","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","21507.9383,35973.7122","Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.","JALAN SEH CHUAN OFF STREET","07.00 AM","$0.10","07.00 AM","J0055","$0.10","30 mins","30 mins","B","27","Motorcycle","$0.10"
"","21478.5272,35892.32","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","29177.501,34459.1851","-","JALAN DUSUN ","10.00 PM","$0.60","08.30 AM","J0057","$0.60","30 mins","30 mins","C","24","Car","$0.60"
"30 mins","29943.5371,34350.7918","-","JALAN KEMAMAN ","10.00 PM","$0.60","08.30 AM","J0058","$0.60","30 mins","30 mins","C","16","Car","$0.60"
"30 mins","29065.8501,34480.6241","-","JALAN RAJA UDANG ","10.00 PM","$0.60","08.30 AM","J0059","$0.60","30 mins","30 mins","C","16","Car","$0.60"
"","29008.0777,34339.7939","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 mins","29742.6401,34360.4624","-","JALAN RAMA RAMA ","10.00 PM","$0.60","08.30 AM","J0060","$0.60","30 mins","30 mins","C","10","Car","$0.60"
"30 mins","29999.4452,34253.6075","-","JALAN AMPAS ","10.00 PM","$0.60","08.30 AM","J0062","$0.60","30 mins","30 mins","C","21","Car","$0.60"
"30 mins","32398.332,32617.1957","-","JALAN AYER ","05.00 PM","$0.60","08.30 AM","J0068","$0.00","30 mins","0 mins","C","9","Car","$0.60"
"30 mins","30418.7519,33075.6556","-","JOO AVENUE ","10.00 PM","$0.60","08.30 AM","J0069","$0.60","30 mins","30 mins","C","28","Car","$0.60"
"30 mins","33441.9283,34701.3454","-","JALAN ANGGEREK ","05.00 PM","$0.60","08.30 AM","J0070","$0.00","30 mins","0 mins","C","21","Car","$0.60"
"30 mins","36312.6052,32143.9889","-","JAGO CLOSE ","10.00 PM","$0.60","08.30 AM","J0075","$0.60","30 mins","30 mins","C","5","Car","$0.60"
